Mark,Name,Posttown,Last available year,Status,Legal form,Legal situation,Legal situation date,Date of incorporation,Date,Event,Turnover Last year th EUR Last avail. yr,P/L for the period aft. taxes th EUR Last avail. yr,P/L for the period aft. taxes th EUR Year - 1,P/L for the period aft. taxes th EUR Year - 2,P/L for the period aft. taxes th EUR Year - 3,P/L for the period aft. taxes th EUR Year - 5,P/L for the period aft. taxes th EUR Year - 4,Total assets th EUR Last avail. yr,Total assets th EUR Year - 1,Total assets th EUR Year - 2,Total assets th EUR Year - 3,Total assets th EUR Year - 5,Total assets th EUR Year - 4,Average number of employees Last avail. yr,Average number of employees Year - 1,Average number of employees Year - 2,Average number of employees Year - 3,Average number of employees Year - 5,Average number of employees Year - 4,Category of the company,Main activity
80.0,HEDIN AUTOMOTIVE KONTICH,KONTICH,2019.0,Inactive,public,Merger by absorption,30/10/2020,28/12/1990,30/10/2020,Absorbed Company,33136.0,1178.0,1105.0,1641.0,840.0,628.0,589.0,5880.0,4903.0,8395.0,6480.0,4758.0,5214.0,30.0,27.0,25.0,23.0,21.0,21.0,Large,retail
81.0,HEDIN AUTOMOTIVE NINOVE,OUTER,2020.0,Inactive,public,Merger by absorption,30/06/2021,30/09/2002,30/06/2021,Absorbed Company,32972.0,301.0,-65.0,210.0,358.0,430.0,201.0,8653.0,6248.0,5288.0,6045.0,5974.0,8496.0,39.0,37.0,36.0,36.0,35.0,35.0,Large,retail
82.0,EVERSEA,ZWIJNDRECHT,2018.0,Inactive,public,Merger by absorption,01/07/2019,21/03/1985,01/07/2019,Absorbed Company,32935.0,4229.0,4724.0,2836.0,56.0,52.0,-44.0,28623.0,54234.0,65512.0,8955.0,6053.0,5998.0,9.0,8.0,2.0,3.0,4.0,3.0,Large,services
83.0,ROTRA FORWARDING,KAMPENHOUT,2020.0,Inactive,public,Merger by absorption,28/06/2021,31/08/1970,28/06/2021,Absorbed Company,32924.0,-1204.0,-790.0,-772.0,4083.0,-644.0,9.0,5473.0,5599.0,6380.0,6590.0,4487.0,5846.0,116.0,133.0,134.0,122.0,116.0,120.0,Large,services
84.0,ORION METAL RECYCLING,HOBOKEN,2021.0,Inactive,public,Merger by absorption,30/06/2022,25/10/2009,30/06/2022,Absorbed Company,32474.0,672.0,32.0,266.0,307.0,46.0,224.0,5095.0,3618.0,3854.0,4155.0,3642.0,4725.0,2.0,2.0,3.0,3.0,3.0,3.0,Large,wholesale
85.0,IZEN INTERNATIONAL,LILLE,2020.0,Inactive,public,Merger by absorption,01/07/2021,02/05/2001,01/07/2021,Absorbed Company,32353.0,1923.0,1290.0,1626.0,104.0,-89.0,131.0,11874.0,17901.0,8400.0,3607.0,3088.0,4402.0,29.0,19.0,13.0,10.0,9.0,8.0,Large,wholesale
86.0,JOST TRUCKING,ANTWERPEN,2018.0,Inactive,public,Merger by absorption,31/07/2019,10/01/1975,31/07/2019,Absorbed Company,31995.0,3174.0,2856.0,2179.0,1402.0,933.0,870.0,26305.0,28175.0,30245.0,24923.0,8371.0,20073.0,50.0,50.0,53.0,56.0,67.0,62.0,Large,services
87.0,LOGISTIMAT,CINEY,2019.0,Inactive,public,Merger by absorption,01/01/2021,06/07/1978,30/12/2020,Absorbed Company,31834.0,71.0,45.0,738.0,-61.0,-80.0,-12.0,24612.0,23248.0,25661.0,21345.0,22390.0,21395.0,29.0,26.0,29.0,28.0,16.0,21.0,Large,wholesale
88.0,INTERMADIS,HANNUT,2020.0,Inactive,public,Merger by absorption,31/03/2021,05/07/1985,31/03/2021,Absorbed Company,31524.0,830.0,101.0,741.0,578.0,276.0,311.0,11257.0,10991.0,10776.0,9750.0,9166.0,9002.0,45.0,40.0,39.0,37.0,38.0,36.0,Large,services
89.0,SHIRE BELGIUM,BRUXELLES,2019.0,Inactive,private,Liquidation,01/04/2020,06/10/2014,29/01/2020,Merger project,31376.0,788.0,419.0,111.0,508.0,,442.0,10233.0,15275.0,10788.0,10950.0,,9592.0,17.0,24.0,10.0,10.0,,8.0,Large,wholesale
90.0,ALL4TRADING,HOBOKEN,2021.0,Inactive,public,Merger by absorption,30/06/2022,10/03/2015,30/06/2022,Absorbed Company,31358.0,104.0,73.0,147.0,107.0,88.0,71.0,4378.0,3098.0,2585.0,2765.0,1934.0,2015.0,2.0,2.0,2.0,2.0,1.0,1.0,Large,wholesale
91.0,SOCIETE DES MARCHES EXTERIEURS,BRUXELLES,2018.0,Provisional legal sit.,public,Bankruptcy,05/02/2020,03/04/1964,,,31114.0,20.0,131.0,-210.0,21.0,23.0,22.0,26869.0,26243.0,23076.0,23398.0,19439.0,25302.0,10.0,10.0,9.0,12.0,13.0,13.0,Large,wholesale
92.0,ECOPHOS,LOUVAIN-LA-NEUVE,2018.0,Provisional legal sit.,private,Bankruptcy,09/03/2020,29/05/1996,,,30899.0,19657.0,20318.0,9269.0,7034.0,5867.0,29377.0,156643.0,128391.0,92584.0,80718.0,46259.0,67531.0,29.0,27.0,24.0,17.0,9.0,12.0,Large,manufacturing
93.0,HOORENS PRINTING,HEULE,2019.0,Provisional legal sit.,private,Bankruptcy,28/10/2020,20/05/1960,,,30704.0,-2719.0,-1320.0,287.0,704.0,-27.0,304.0,22487.0,24682.0,21923.0,22671.0,26366.0,24661.0,79.0,77.0,76.0,79.0,75.0,75.0,Large,services
94.0,YASH GEMS,ANTWERPEN,2018.0,Provisional legal sit.,private,Bankruptcy,15/10/2020,27/05/2003,,,30586.0,302.0,198.0,28.0,81.0,107.0,132.0,11087.0,14920.0,12711.0,10850.0,8093.0,15524.0,1.0,1.0,1.0,1.0,1.0,1.0,Large,wholesale
95.0,DFDS LOGISTICS SERVICES,SINT-KRUIS,2020.0,Inactive,public,Merger by absorption,15/12/2021,06/11/1974,15/12/2021,Absorbed Company,30417.0,-184.0,359.0,-198.0,163.0,747.0,347.0,10484.0,11382.0,10166.0,10987.0,11023.0,11156.0,28.0,30.0,29.0,30.0,29.0,31.0,Large,services
96.0,FRANTHYMON,CHENEE,2020.0,Provisional legal sit.,private,Bankruptcy,22/11/2021,28/01/1981,,,30349.0,-383.0,36.0,20.0,-278.0,110.0,49.0,6763.0,5420.0,2311.0,2397.0,2311.0,2387.0,62.0,29.0,22.0,24.0,15.0,19.0,Large,manufacturing
97.0,PERE LEJEUNE,BARCHON,2020.0,Inactive,public,Merger by absorption,01/10/2021,27/10/1969,01/10/2021,Absorbed Company,29536.0,48.0,474.0,392.0,349.0,409.0,455.0,9296.0,9553.0,7276.0,7485.0,7035.0,7558.0,41.0,44.0,41.0,37.0,39.0,38.0,Large,manufacturing
98.0,RECOR,HASSELT,2019.0,Provisional legal sit.,private,Bankruptcy,19/08/2020,26/02/1953,,,29534.0,-6808.0,1810.0,-4083.0,-2249.0,63.0,-838.0,16621.0,24617.0,23525.0,22327.0,22712.0,22578.0,217.0,221.0,209.0,215.0,255.0,239.0,Large,manufacturing
99.0,SOFTWAREONE BELGIUM,BRUXELLES,2020.0,Inactive,private,Conclusion of liquidation,30/07/2021,24/02/2012,,,29313.0,803.0,-442.0,56.0,-101.0,-134.0,188.0,7786.0,7488.0,4998.0,6206.0,3500.0,4113.0,4.0,4.0,4.0,6.0,5.0,8.0,Large,services
100.0,A. STEVENS EN CO,BRUSSEL,2019.0,Inactive,public,Merger by absorption,31/12/2019,08/12/1983,31/12/2019,Absorbed Company,29163.0,911.0,120.0,130.0,49.0,100.0,61.0,7744.0,10034.0,10834.0,9906.0,8662.0,9794.0,12.0,12.0,12.0,12.0,13.0,12.0,Large,services
101.0,GARAGE DE KORT,BRASSCHAAT,2020.0,Inactive,public,Merger by absorption,31/12/2021,13/02/1953,31/12/2021,Absorbed Company,28840.0,90.0,1068.0,107.0,257.0,196.0,75.0,6191.0,8448.0,5585.0,4652.0,6742.0,5767.0,42.0,43.0,40.0,41.0,39.0,39.0,Large,retail
102.0,EIERHANDEL KUMPEN ERIK,HERK-DE-STAD,2020.0,Provisional legal sit.,private,Bankruptcy,13/10/2022,30/06/1982,,,28250.0,-905.0,-1.0,78.0,-254.0,140.0,-2.0,6947.0,6337.0,5957.0,4565.0,3101.0,3361.0,15.0,16.0,10.0,8.0,8.0,8.0,Large,wholesale
103.0,KINETIC BELGIUM,BRUXELLES,2020.0,Inactive,public,Merger by absorption,30/07/2021,08/01/1992,30/07/2021,Absorbed Company,27833.0,-23.0,-332.0,-55.0,238.0,220.0,391.0,17701.0,26925.0,10400.0,8615.0,6228.0,6822.0,8.0,10.0,9.0,6.0,4.0,5.0,Large,services
104.0,HAMON THERMAL EUROPE,MONT-SAINT-GUIBERT,2020.0,Provisional legal sit.,private,Bankruptcy,25/04/2022,28/12/1983,,,27799.0,-7107.0,15682.0,-1092.0,-18934.0,-49.0,4538.0,54307.0,53031.0,65488.0,73111.0,92562.0,89399.0,53.0,47.0,48.0,50.0,65.0,61.0,Large,services
105.0,PACKO INOX,DIKSMUIDE,2018.0,Inactive,public,Merger by absorption,29/03/2019,08/03/1994,05/04/2018,Acquisition from scission,27771.0,4541.0,2443.0,248.0,774.0,541.0,968.0,19846.0,15266.0,13436.0,13560.0,14277.0,13638.0,123.0,,,,,,Large,
106.0,MEERSCHMAN AALST,AALST,2020.0,Inactive,public,Merger by absorption,30/06/2021,08/06/1989,30/06/2021,Absorbed Company,27398.0,1287.0,208.0,194.0,287.0,259.0,263.0,8726.0,10387.0,9614.0,9457.0,7980.0,7888.0,30.0,32.0,29.0,25.0,23.0,23.0,Large,retail
107.0,FLEXPOINT,HASSELT,2018.0,Inactive,private,Merger by absorption,29/03/2019,13/12/2000,29/03/2019,Absorbed Company,27398.0,265.0,13299.0,614.0,833.0,530.0,470.0,7526.0,19785.0,7781.0,6867.0,10145.0,11292.0,463.0,449.0,456.0,473.0,362.0,458.0,Large,services
108.0,CENTRE NEUROLOGIQUE ET DE READAPTION FONCTIONNELLE,FRAITURE,2018.0,Inactive,nonprofit,Conclusion of liquidation,15/11/2019,07/11/1968,15/11/2019,Transfer project,26622.0,2096.0,2198.0,3608.0,2404.0,6241.0,3875.0,71814.0,70288.0,68753.0,66459.0,59209.0,64747.0,265.0,258.0,255.0,260.0,251.0,256.0,Large,services
109.0,SONY DEPTHSENSING SOLUTIONS,BRUXELLES,2019.0,Inactive,public,Merger by absorption,31/03/2020,14/05/2009,10/02/2020,Merger project,26345.0,986.0,8888.0,-84.0,8.0,7.0,-19.0,16994.0,14907.0,12587.0,6531.0,2645.0,5770.0,142.0,129.0,101.0,12.0,13.0,11.0,Large,services
110.0,AUSY GROUP BELGIUM,HEVERLEE,2020.0,Inactive,public,Merger by absorption,01/07/2021,22/12/2017,30/06/2021,Absorbed Company,26300.0,1841.0,1585.0,1667.0,-8.0,,,7884.0,6119.0,18758.0,62.0,,,188.0,187.0,177.0,,,,Large,services
111.0,SCHYNS HUY,HUY,2019.0,Inactive,public,Merger by absorption,24/07/2020,02/10/1962,24/07/2020,Absorbed Company,26271.0,72.0,328.0,217.0,283.0,300.0,258.0,8174.0,10664.0,10265.0,8914.0,7219.0,7832.0,26.0,26.0,27.0,27.0,29.0,27.0,Large,retail
112.0,MERITS & BENEFITS,HERENTALS,2020.0,Inactive,public,Merger by absorption,29/06/2021,04/08/2006,29/06/2021,Absorbed Company,26013.0,490.0,134.0,100.0,468.0,11.0,230.0,7604.0,6316.0,1853.0,1514.0,563.0,721.0,4.0,5.0,7.0,8.0,5.0,5.0,Large,services
113.0,SINT-LUCIA,SINT-NIKLAAS,2020.0,Inactive,nonprofit,Merger by absorption,31/03/2021,05/02/1992,31/03/2021,Absorbed Company,25801.0,6510.0,1792.0,1730.0,1002.0,1183.0,1002.0,0.0,66224.0,65628.0,64891.0,64399.0,64891.0,320.0,327.0,317.0,310.0,310.0,307.0,Small,services
114.0,CITROPOL AUTOMOBILE,EUPEN,2019.0,Inactive,private,Merger by absorption,24/07/2020,12/12/2005,24/07/2020,Absorbed Company,25680.0,132.0,387.0,470.0,537.0,324.0,329.0,9658.0,11046.0,10847.0,11476.0,7319.0,7020.0,7.0,8.0,7.0,6.0,9.0,8.0,Large,retail
115.0,BARD EUROPEAN DISTRIBUTION CENTER,OLEN,2020.0,Inactive,public,Merger by absorption,30/06/2022,03/10/1997,30/06/2022,Absorbed Company,25394.0,584.0,542.0,214.0,445.0,500.0,509.0,14826.0,11971.0,12957.0,11908.0,13161.0,10840.0,110.0,96.0,96.0,86.0,76.0,79.0,Large,services
116.0,IDH DIAMONDS,ANTWERPEN,2019.0,Provisional legal sit.,private,Bankruptcy,24/12/2020,30/06/1966,,,25273.0,-399.0,-5581.0,104.0,98.0,-159.0,47.0,9413.0,11023.0,22414.0,27368.0,22095.0,31616.0,2.0,5.0,5.0,5.0,5.0,5.0,Large,manufacturing
117.0,MITSUBISHI CHEMICAL ADVANCED MATERIALS PLASTICS,TIELT,2020.0,Inactive,public,Merger by absorption,01/10/2021,24/06/1999,01/10/2021,Absorbed Company,24697.0,1146.0,1322.0,1587.0,2267.0,2236.0,1643.0,15155.0,18493.0,19858.0,20212.0,22577.0,23018.0,151.0,155.0,151.0,151.0,141.0,147.0,Large,manufacturing
118.0,NEXUS FACTORY,BRUXELLES,2018.0,Provisional legal sit.,cooperative,Bankruptcy,16/10/2019,29/09/2005,17/05/2019,Transfer project,24665.0,-246.0,-572.0,199.0,104.0,9.0,68.0,42438.0,21888.0,43154.0,21997.0,4766.0,12701.0,6.0,7.0,,3.0,2.0,2.0,Large,services
119.0,HALO STEELRINGS,SERAING,2021.0,Provisional legal sit.,private,Liquidation,31/08/2022,30/12/1983,,,24429.0,-2358.0,-554.0,-259.0,869.0,-1398.0,3874.0,13907.0,14060.0,15077.0,16665.0,16152.0,17966.0,76.0,76.0,74.0,80.0,80.0,80.0,Large,manufacturing
120.0,GFI,BRUXELLES,2018.0,Inactive,public,Merger by absorption,27/12/2018,24/09/1993,27/12/2018,Absorbed Company,23869.0,237.0,541.0,130.0,63.0,270.0,529.0,8246.0,7915.0,8637.0,6948.0,6663.0,6661.0,144.0,116.0,105.0,99.0,87.0,96.0,Large,retail
121.0,HERGON LEUVEN,HERENT,2020.0,Inactive,public,Merger by absorption,31/12/2021,30/04/1991,31/12/2021,Absorbed Company,23461.0,-237.0,-13.0,5.0,62.0,54.0,57.0,6411.0,5989.0,5793.0,6051.0,5322.0,5625.0,29.0,28.0,30.0,29.0,31.0,30.0,Large,retail
122.0,BART SMIT SPEELGOEDPALEIZEN BELGIE,HOUDENG-GOEGNIES,2019.0,Provisional legal sit.,private,Bankruptcy,28/09/2020,08/09/1988,28/12/2010,Company absorbing an(other) company/ies,23060.0,-6685.0,-3683.0,-337.0,-342.0,630.0,260.0,4375.0,6741.0,13826.0,14641.0,14569.0,13777.0,106.0,143.0,150.0,152.0,175.0,159.0,Large,retail
123.0,SA CONTRASTE EUROPE,Luxembourg,2019.0,Inactive,public,Liquidation,30/10/2020,10/02/1994,,,22899.0,419.0,,,,,,13380.0,13474.0,13343.0,12008.0,10036.0,10766.0,,,,,34.0,,Large,
124.0,SCHYNS WAREMME,WAREMME,2019.0,Inactive,private,Merger by absorption,24/07/2020,27/03/1980,24/07/2020,Absorbed Company,22809.0,119.0,202.0,250.0,379.0,107.0,187.0,7606.0,8032.0,8753.0,8290.0,6441.0,7489.0,24.0,23.0,23.0,24.0,25.0,25.0,Large,retail
125.0,STRADUS,ZOLDER,2021.0,Inactive,public,Merger by absorption,10/01/2022,08/10/2008,10/01/2022,Absorbed Company,22700.0,1144.0,1368.0,1530.0,1445.0,260.0,528.0,9857.0,11000.0,11333.0,9658.0,6850.0,7993.0,12.0,12.0,12.0,13.0,12.0,13.0,Large,wholesale
126.0,ECOPHOS INDUSTRIAL SERVICES,LUMMEN,2018.0,Provisional legal sit.,private,Bankruptcy,05/03/2020,20/09/1994,,,22583.0,4749.0,-15.0,2536.0,629.0,475.0,324.0,46968.0,23928.0,32929.0,24142.0,2971.0,4482.0,40.0,44.0,44.0,38.0,36.0,35.0,Large,services
127.0,BARD BENELUX,OLEN,2021.0,Inactive,public,Merger by absorption,30/06/2022,30/04/1986,30/06/2022,Absorbed Company,22254.0,431.0,556.0,536.0,361.0,466.0,525.0,19424.0,17669.0,18016.0,16674.0,13719.0,22854.0,45.0,46.0,41.0,39.0,42.0,42.0,Large,wholesale
128.0,GARAGE P. SCHYNS EUPEN,EUPEN,2019.0,Inactive,public,Merger by absorption,24/07/2020,14/12/1973,24/07/2020,Absorbed Company,22238.0,37.0,67.0,167.0,137.0,72.0,160.0,8332.0,7862.0,6936.0,6559.0,5364.0,5888.0,28.0,26.0,23.0,25.0,23.0,23.0,Large,services
129.0,WEERTS SUPPLY CHAIN AUTOMOTIVE,TEUVEN,2021.0,Inactive,public,Conclusion of liquidation,14/10/2022,20/11/2012,19/03/2013,Acquisition of universality,22165.0,-107.0,-26.0,-192.0,-211.0,78.0,501.0,8388.0,8759.0,14247.0,8155.0,6941.0,11271.0,371.0,378.0,313.0,296.0,1.0,124.0,Large,services
130.0,VOEDERS DENYS,LICHTERVELDE,2021.0,Inactive,public,Merger by absorption,31/03/2022,16/01/1970,31/03/2022,Absorbed Company,22093.0,337.0,87.0,96.0,91.0,-185.0,14.0,6739.0,4764.0,5914.0,5854.0,5397.0,5356.0,9.0,10.0,12.0,12.0,11.0,11.0,Large,manufacturing
131.0,DE BOER WATERPROOFING SOLUTIONS,SCHOTEN,2019.0,Inactive,public,Merger by absorption,15/12/2020,07/05/1954,15/12/2020,Absorbed Company,21863.0,31.0,321.0,271.0,989.0,1061.0,1080.0,14389.0,17757.0,15045.0,15574.0,14090.0,14829.0,50.0,55.0,53.0,53.0,45.0,50.0,Large,services
132.0,STE TRANSPORT COM NAMUR LUXEMB,NAMUR,2018.0,Inactive,public,Merger by absorption,01/01/2019,30/05/1991,12/06/2018,Absorbed Company,21828.0,-77.0,345.0,1060.0,-406.0,373.0,391.0,29415.0,31400.0,29017.0,28883.0,28285.0,28200.0,830.0,824.0,825.0,808.0,816.0,816.0,Very large,services
133.0,OZHULP@HOME,SINT-ANDRIES,2020.0,Inactive,nonprofit,Merger by absorption,30/12/2020,07/12/1974,30/12/2020,Absorbed Company,21673.0,-25.0,9.0,6.0,-5.0,417.0,48.0,7549.0,7927.0,7870.0,7587.0,7445.0,7813.0,848.0,816.0,778.0,679.0,665.0,678.0,Large,services
134.0,CREYNS,OUDSBERGEN,2020.0,Inactive,public,Merger by absorption,30/09/2021,14/08/1989,30/09/2021,Absorbed Company,21345.0,873.0,786.0,723.0,526.0,612.0,765.0,15335.0,14782.0,14209.0,13444.0,11522.0,12537.0,32.0,30.0,29.0,28.0,27.0,28.0,Large,wholesale
135.0,BY LENTZ BELGIQUE,LIEGE,2019.0,Inactive,public,Merger by absorption,11/06/2020,25/09/2018,11/06/2020,Absorbed Company,21086.0,467.0,-454.0,,,,,9450.0,10543.0,,,,,33.0,31.0,,,,,Large,wholesale
136.0,FAMOUS CLOTHES,BRUXELLES,2019.0,Provisional legal sit.,public,Bankruptcy,25/11/2020,11/05/1999,18/09/2020,Company absorbing an(other) company/ies,21049.0,-737.0,-372.0,8.0,162.0,-5456.0,1200.0,9866.0,10585.0,10241.0,12481.0,12726.0,10497.0,36.0,36.0,38.0,41.0,181.0,76.0,Large,wholesale
137.0,MARELEC FOOD TECHNOLOGIES,NIEUWPOORT,2020.0,Inactive,private,Merger by absorption,29/07/2021,01/10/2010,29/07/2021,Absorbed Company,20972.0,1772.0,930.0,895.0,1730.0,1456.0,878.0,7312.0,8564.0,8927.0,7164.0,4149.0,5261.0,35.0,33.0,33.0,33.0,25.0,31.0,Large,manufacturing
138.0,EUROGARE,LIEGE,2021.0,Inactive,public,Merger by absorption,17/12/2021,11/11/1993,17/12/2021,Absorbed Company,20926.0,483.0,170.0,335.0,320.0,266.0,888.0,57943.0,66942.0,74940.0,75823.0,64976.0,71933.0,11.0,12.0,11.0,13.0,14.0,15.0,Large,services
139.0,SH ANTWERPEN,MASSENHOVEN,2020.0,Provisional legal sit.,private,Bankruptcy,21/09/2021,30/03/1982,,,20689.0,-3345.0,-363.0,735.0,616.0,-128.0,-3558.0,4119.0,9948.0,10699.0,7125.0,13107.0,11719.0,20.0,23.0,28.0,32.0,46.0,39.0,Large,services
140.0,ECG,SINT-NIKLAAS,2019.0,Provisional legal sit.,private,Bankruptcy,19/02/2021,23/12/1983,27/06/2012,Disposal of assets,20688.0,1590.0,-2090.0,-390.0,-81.0,1908.0,1012.0,12764.0,15752.0,13655.0,15616.0,10220.0,14288.0,25.0,21.0,20.0,20.0,18.0,21.0,Large,manufacturing
141.0,BIG FISH,BRUXELLES,2018.0,Provisional legal sit.,private,Bankruptcy,06/11/2019,19/09/2007,,,20587.0,-6082.0,288.0,259.0,167.0,93.0,133.0,3929.0,6026.0,5133.0,4618.0,2978.0,4177.0,25.0,27.0,22.0,21.0,17.0,21.0,Large,wholesale
142.0,ALVADIS,BRUXELLES,2020.0,Inactive,public,Conclusion of liquidation,29/09/2020,27/01/1995,,,20531.0,2818.0,-1038.0,57.0,-1444.0,-113.0,-1917.0,6501.0,12402.0,13289.0,13139.0,24229.0,17403.0,10.0,16.0,19.0,26.0,32.0,31.0,Large,wholesale
143.0,ETABLISSEMENTS M VANDEN BERGH ET FILS,GEMBLOUX,2020.0,Inactive,public,Merger by absorption,20/07/2021,20/12/1957,05/07/2021,Absorbed Company,20475.0,-825.0,572.0,16.0,1437.0,1047.0,526.0,8643.0,24809.0,31108.0,29140.0,28404.0,29062.0,135.0,150.0,153.0,149.0,135.0,144.0,Large,wholesale
144.0,DUO - MED,AARTSELAAR,2021.0,Inactive,public,Merger by absorption,31/05/2022,17/12/1993,31/05/2022,Absorbed Company,20416.0,2648.0,306.0,1143.0,211.0,2234.0,1265.0,15334.0,9470.0,10138.0,9189.0,12438.0,11450.0,26.0,17.0,21.0,21.0,17.0,19.0,Large,wholesale
145.0,DEHAEN PAUL,GHISLENGHIEN,2020.0,Provisional legal sit.,public,Bankruptcy,07/06/2022,02/05/2001,,,20312.0,-3011.0,-2176.0,-1410.0,19.0,1966.0,758.0,21577.0,29942.0,33669.0,27447.0,25131.0,25734.0,29.0,29.0,28.0,27.0,31.0,29.0,Large,wholesale
146.0,PASEC,MALLE,2021.0,Inactive,public,Merger by absorption,19/07/2022,11/05/1978,19/07/2022,Absorbed Company,20223.0,3521.0,5624.0,1588.0,-2404.0,-579.0,-2470.0,8545.0,5133.0,12674.0,15430.0,13595.0,14138.0,31.0,29.0,84.0,145.0,113.0,118.0,Large,manufacturing
147.0,WALCOM,AUTELBAS,2019.0,Inactive,public,Conclusion of liquidation,30/11/2020,06/06/1983,14/05/2020,Merger project,20178.0,418.0,631.0,1351.0,515.0,521.0,537.0,3885.0,4415.0,5759.0,3314.0,5870.0,3259.0,39.0,44.0,64.0,71.0,66.0,65.0,Large,wholesale
148.0,HERGON ZAVENTEM,HERENT,2020.0,Inactive,public,Merger by absorption,31/12/2021,19/08/1985,31/12/2021,Absorbed Company,20141.0,40.0,14.0,5.0,4.0,25.0,188.0,6480.0,8382.0,8713.0,5811.0,5854.0,5696.0,16.0,17.0,17.0,17.0,22.0,22.0,Large,services
149.0,BDO EXPERTS COMPTABLES - BDO ACCOUNTANTS,ZAVENTEM,2020.0,Inactive,cooperative,Merger by absorption,01/05/2021,22/12/1992,30/04/2021,Absorbed Company,20108.0,2.0,34.0,2.0,0.0,10.0,-215.0,7145.0,11104.0,11513.0,12185.0,10615.0,10885.0,109.0,115.0,115.0,103.0,114.0,111.0,Large,services
150.0,AIR LIQUIDE BENELUX,LIEGE,2018.0,Inactive,public,Merger by absorption,21/12/2018,08/10/1986,21/12/2018,Absorbed Company,19861.0,695.0,683.0,829.0,668.0,870.0,730.0,5705.0,6066.0,6181.0,9511.0,18471.0,8534.0,1.0,1.0,1.0,1.0,1.0,1.0,Large,wholesale
151.0,VERTIRAMA,TIELT,2020.0,Provisional legal sit.,public,Bankruptcy,03/11/2022,01/10/1990,,,19845.0,134.0,2585.0,-2896.0,-31.0,3560.0,-153.0,8651.0,8974.0,16775.0,12332.0,8201.0,10795.0,78.0,73.0,71.0,61.0,44.0,51.0,Large,manufacturing
152.0,GEWESTELIJKE MAATSCHAPPIJ VOOR DE KLEIN LANDEIGENDOM HET VOLK,GENT,2021.0,Inactive,cooperative,Merger by absorption,30/06/2022,17/04/1936,30/06/2022,Absorbed Company,19815.0,2697.0,1587.0,1377.0,1089.0,1611.0,1209.0,51231.0,58136.0,55220.0,37071.0,36361.0,40070.0,4.0,4.0,4.0,4.0,4.0,4.0,Large,services
153.0,CALPAM BELGIUM,BRUSSEL,2021.0,Inactive,public,Merger by absorption,20/10/2022,10/12/1969,20/10/2022,Absorbed Company,19751.0,28.0,9759.0,882.0,417.0,-273.0,202.0,20841.0,20825.0,31990.0,30255.0,40203.0,36118.0,36.0,37.0,35.0,34.0,38.0,36.0,Large,wholesale
154.0,POSTERSCOPE BELGIUM,BERCHEM-ANTWERPEN,2020.0,Provisional legal sit.,public,Liquidation,31/03/2021,26/08/2004,,,19498.0,-1936.0,106.0,89.0,230.0,376.0,234.0,5558.0,10483.0,8436.0,9168.0,14321.0,12221.0,6.0,7.0,8.0,8.0,8.0,8.0,Large,services
155.0,FACOZINC - FACOMETAL CENTRE,GILLY,2019.0,Inactive,public,Merger by absorption,15/07/2020,10/08/1998,15/07/2020,Absorbed Company,19445.0,326.0,73.0,207.0,62.0,342.0,283.0,14335.0,15163.0,16947.0,13056.0,11037.0,12161.0,32.0,26.0,24.0,25.0,26.0,27.0,Large,services
156.0,WOLUWE COMPTOIR PRIVE,BRUXELLES,2019.0,Inactive,private,Merger by absorption,18/09/2020,10/04/2015,18/09/2020,Absorbed Company,19432.0,-161.0,3.0,23.0,-8.0,,8.0,319.0,505.0,566.0,2879.0,,987.0,59.0,56.0,54.0,50.0,,43.0,Large,retail
157.0,ECOM SERVICES,WILRIJK,2021.0,Inactive,public,Merger by absorption,01/01/2022,21/01/1982,23/12/2021,Absorbed Company,19350.0,800.0,749.0,845.0,585.0,530.0,579.0,12020.0,12087.0,10984.0,10019.0,7397.0,8772.0,113.0,111.0,112.0,103.0,97.0,103.0,Large,services
158.0,VERSTAEN,TIELT,2020.0,Provisional legal sit.,private,Bankruptcy,03/11/2022,28/06/1983,,,19245.0,26.0,19.0,14.0,-8.0,148.0,229.0,3341.0,2852.0,2188.0,2192.0,1223.0,1652.0,32.0,28.0,23.0,21.0,12.0,15.0,Large,services
159.0,RECORD CREDIT SERVICES,LIEGE,2018.0,Inactive,cooperative,Conclusion of liquidation,12/07/2019,10/08/1955,14/03/2018,Contribution of universality,19186.0,19421.0,699.0,6606.0,9729.0,4754.0,3911.0,2411.0,1426799.0,1473689.0,1568617.0,1729521.0,1698150.0,9.0,56.0,62.0,66.0,58.0,64.0,Large,services
160.0,BAXALTA SERVICES EUROPE,LESSINES,2019.0,Inactive,private,Merger by absorption,31/03/2020,19/12/2014,31/03/2020,Absorbed Company,19173.0,217.0,-61.0,1436.0,978.0,,-812.0,8250.0,12831.0,24630.0,33151.0,,33332.0,67.0,77.0,90.0,90.0,,86.0,Large,services
161.0,VEMOFLEX,MOLLEM,2019.0,Inactive,public,Merger by absorption,31/01/2020,07/02/1983,31/01/2020,Absorbed Company,18977.0,-607.0,1314.0,950.0,1869.0,1804.0,2581.0,9702.0,11725.0,11140.0,11101.0,12309.0,10875.0,77.0,89.0,81.0,83.0,88.0,86.0,Large,wholesale
162.0,HOUTINDUSTRIE ROYER,SINT-TRUIDEN,2021.0,Inactive,public,Merger by absorption,19/07/2022,30/10/1970,19/07/2022,Absorbed Company,18953.0,905.0,33.0,206.0,105.0,94.0,-206.0,11316.0,8734.0,6826.0,6730.0,6950.0,6911.0,45.0,44.0,29.0,30.0,28.0,,Large,manufacturing
